code	creator	created_t	last_modified_t	product_name	quantity	manufacturing_places	stores	countries	ingredients_text
3270190200802	openfoodfacts-contributors	1388749752	1483393851	Jambon de Paris, Cuit à l'étouffée (4 Tranches)	180 g	Madrange - ZI du Ponteix - Le Vieux Crézin - 87220 Feytiat,Haute-Vienne,Limousin,France	Carrefour	Belgique,France	Jambon de porc frais, sel, bouillon de porc (eau, os et viande de porc), sirop de glucose de blé ou de maïs, dextrose de blé ou de maïs, antioxydant : érythorbate de sodium, acidifiant : lactate de sodium, conservateur : nitrite de sodium.  
3560070531714	florian-pons	1388311830	1480085378	Muesli croustillant Graines de courge et de tournesol	500 g	France	Carrefour	France, en:switzerland, en:belgium	Céréales Bio 61,2% [flocons d'_avoine_ bio, riz bio, farine de _blé_ bio, pétales de _blé_ bio (_blé_ bio, émulsifiant : lécithine de tournesol), _avoine_ bio, _orge_ bio], sucre de canne bio complet, graines bio 9% (graines de courge bio 5,4%, graines de tournesol bio 3,6%), raisins bio secs (raisin secs Bio, huile de tournesol), graisse de palme bio non hydrogénée, sirop de glucose bio, fibre de pomme bio, sirop de malt d'_orge_ bio, cannelle bio.
3270190021179	marcussacapuces91	1362424396	1484561536	6 Oeufs Frais Bio	6 oeufs	France	Carrefour Market,Carrefour	France, en:belgium, en:switzerland	_Œufs_ frais de poules élevées en plein air* - issus de l'agriculture biologique - Œufs de catégorie A   
3270190136835	openfoodfacts-contributors	1361701101	1479452799	Carrefour BIO Muesli 30% de fruits	500 g		Carrefour	France	Céréales 69,5% (son fin de _blé_, flocons de _blé_, flocons d'_avoine_, farine de _blé_, flakes de _blé_ (_blé_, émulsifiant : lécithine de tournesol), flocons d'_orge_, flocons de _seigle_), fruits 30% (raisins 15,7%, pommes 3,4%, _amandes_ effilées 3,4%, abricots 3%, _noisettes_ hachées grillées 2,5%, _noisettes_ entières 2%), sirop de malt d'_orge_, sel de mer, arôme naturel d'abricot et autres arômes naturels
3245411640620	openfoodfacts-contributors	1364802194	1480085311	Boisson cacaotée	500g		Carrefour	France,Grèce,Espagne, en:belgium	Sucre de canne 67,8%*, cacao fortement dégraissé : 32% minimum* (à 11% de beurre de cacao), arôme naturel de vanille avec autres arômes naturels.
3560070820597	jeanbono	1390218433	1480085300	100 % Pur fruit pressé, jus de pomme bio	1 L	Jus de Fruits d'Alsace - JFA (Filiale Laiterie de Saint-Denis-de-l'Hôtel - LSDH) - Zone Industrielle Rimsdorf - 67260 Sarre-Union,Bas-Rhin,Alsace-Champagne-Ardenne-Lorraine,France	Carrefour	France, en:switzerland	Jus de pomme issu de l'agriculture biologique.
3270190198611	openfoodfacts-contributors	1371757933	1460925204	Muesli croustillant quinoa et chocolat	500 g	France	Carrefour,Carrefour Market	France	
3560070211296	aristoi	1394845612	1480085307	Pizza Venezia cuite au feu de bois	390 g	Italie	Carrefour	Guadeloupe, en:france	Garniture 55,1% : Purée et pulpe de tomates, mozzarella 18,1%*, tomates séchées 10,7%* (tomates séchées 9,3%*, sel, huile de tournesol, correcteur d'acidité : acide citrique, antioxydant : acide ascorbique), aubergines grillées 8,9%*, courgettes grillées 8,9%*, mascarpone 8,4%* (crème, correcteur d'acidité : acide citrique), eau, asperges vertes 4,6%*, Grana Padano 3,7%* (lait, sel, présure, conservateur : lysozyme d'œuf), huile d'olive vierge extra, oignons grillés, huile de tournesol, sauce au basilic (basilic, huile de tournesol, sel, antioxydant : acide ascorbique), lait écrémé réhydraté, dextrose de blé, sel, arôme naturel d'ail, origan, poivre noir. (*Pourcentages exprimés sur la garniture). Pâte 44,9% : Farine de blé, eau, lait écrémé réhydraté, huile de tournesol, protéines de lait, levure, sel, gluten de blé, farine de blé malté, alfa amylase, agent de traitement de la farine : acide ascorbique.
3245413458513	miles67off	1379042461	1464330205	crackers épeautre 3 graines	200 g	Allemagne	Carrefour	France	Farine complète d'_épeautre_ bio 55%, graines de tournesol bio 16%, _graines de sésame_ bio 6%, farine d'épeautre bio 6%, huile d'olive vierge extra bio 3%, flocons d'_avoine_ bio, graines de lin bio 3%, sel de mer, levure, extrait de malt d'_orge_ bio.  
3245413504531	miles67off	1378858862	1480085289	Galettes de riz complet goût choco-noisettes	120 g (6 x 20 g)	Belgique	Carrefour	France, en:belgium	Riz complet* 50%, graisses végétales* non hydrogénées, sucre de canne*, sirop de riz en poudre*, pâte de _noisettes_* 9,9%, cacao maigre en poudre* 3,75%, sel marin, arôme naturel de vanille*.    *bio.
3270190205685	sebleouf	1378299558	1480085280	Œufs	12 oeufs	Pampr'oeuf Distribution - Les Brélières - 79800 Pamproux,Deux-Sèvres,Poitou-Charentes,France	Carrefour	France, en:belgium, en:switzerland	Œufs de poules élevées en plein air.
3270190128403	miles67off	1377477901	1458052431	Lentilles vertes Bio	500 g	Chaspuzac,Haute-Loire,Auvergne,France	Carrefour	France	Lentilles vertes issues de l'agriculture biologique.
3270190207696	openfoodfacts-contributors	1366890340	1480446601	Emmental Français Râpé (28 % MG)	200 g	Société Fromagère de Charchigné (Filiale Groupe Lactalis) - Route de Lassay - 53250 Charchigné,Mayenne,Société Fromagère de Bouvron (Filiale Groupe Lactalis) - Route de Fay-de-Bretagne - 44130 Bouvron,Loire-Atlantique,Pays de la Loire,France	Carrefour,Carrefour market,Dia	France	_lait_ pasteurisé de vache, sel, ferments _lactiques_, enzyme coagulante
3560070157198	vilain-mamuth	1363028882	1484561342	Parmigiano rapé	100 g	Colla SpA,Piazzale Europa,4 Fontevivo,Italy	Carrefour,Dia	France,Spain	_Lait_, Sel, Présure
3560070614172	openfoodfacts-contributors	1425496118	1483885607	Corn Flakes 	500 g	France	Carrefour	France	Maïs bio 94%, extrait de malt d'_orge_ bio, sel marin, émulsifiant : lécithine de tournesol.
3560070419395	jeanbono	1382198989	1435137127	Filets de Sardine (au Naturel)	100 g (70 g de poisson)	Conserverie Chancerelle - ZI de Lannugat - 29100 Douarnenez,Finistère,Bretagne,France	Carrefour	France	Filets de sardines (Sardina pilchardus), eau, sel.
3560070478781	miles67off	1384556098	1425838552	Pain d'épices au miel Bio	300 g	France	Carrefour	France	Sirop de sucre de canne inverti bio, farine de _seigle_ bio 35 %, _oeufs_ bio, miel bio 5,8 %, poudre à lever : carbonates de sodium, sel marin, cannelle bio 0,42 %, anis bio 0,17 %.
3245390089854	vilain-mamuth	1363200319	1483818236	Galettes de sarrasin	300g		Carrefour	France	Eau, farine de sarrasin 33%, sel de Guérande 1%, huile de tournesol
3270190127871	khrista	1371971589	1476108742	Cookies Choco Noisettes (x 12)	200 g	Biscuiterie de l'Abbaye - Route du Val - 61700 Lonlay-l'Abbaye,Orne,Normandie,France	Carrefour	France	Farine de _blé_* 30 %, sucre roux de canne* 17 %, graisse de palme* 16 %, pépites de chocolat* 16 % (pâte de cacao*, sucre de canne*, beurre de cacao*, émulsifiant : lécithine de tournesol, extrait de vanille*), amidon de blé*, noisettes hachées* 7 %, sirop d'_orge_ malté*, _œufs_ en poudre*, arôme naturelle de vanille, poudre à lever : carbonate d'ammonium, sel marin, poudre de _lait_ écrémé*, sucre de canne* 0,02 %.    *bio.
3560070370436	openfoodfacts-contributors	1358125438	1444031254	Pains au lait Bio (x 8) 	280 g (8 x 35 g)	France	Carrefour	France	Farine de _blé_* 46%, eau, sucre roux de canne* 11.6%, huile de colza*, _œufs_* 7%, levain issu de farines de _seigle_* et de _blé_ malté*, _lait_ écrémé en poudre 2%, levure, sel, extrait de vanille*, arôme naturel, fibre de guar, farine de _seigle_*. * biologique.
3560070273546	malikele	1337719559	1477051939	Pois chiches	265 g	COROOS Conserven BV,Pays Bas,4421 JG,Kapelle	Carrefour,Dia	France	pois chiches, eau, sel
3270190021087	vincentrou	1383305583	1483010831	Fromage blanc (3,2 % MG)	1 kg		Carrefour	France	_Lait_ écrémé pasteurisé, crème pasteurisée, ferments lactiques, présure.
3560070614202	binnette	1396897673	1483831475	Flocons d'avoine	500 g		Carrefour,Carrefour Market	Frankrijk,Griekenland,Spanje	100% flocons d'avoine
3270190127765	miles67off	1366552020	1464591818	Chocolat noir	100 g	France	Carrefour	France	Pâte de cacao, sucre, beurre de cacao, émulsifiant : lécithine de tournesol, extrait de vanille.
3560070478637	openfoodfacts-contributors	1366963056	1474534441	Orange Sans Pulpe, 100 % Pur Fruit Pressé	1 L	Jus de Fruits d'Alsace - JFA (Filiale Laiterie de Saint-Denis-de-l'Hôtel - LSDH) - Zone Industrielle Rimsdorf - 67260 Sarre-Union,Bas-Rhin,Alsace-Champagne-Ardenne-Lorraine,France	Carrefour,Carrefour express,Carrefour market	France	Jus d'orange.
3245412567223	hommedanslalune	1354652303	1482174771	pain de mie sandwich 7 céréales 	550 g	58500 Clamecy,Nièvre,Bourgogne,Jacquet Panification (Filiale Limagrain) - ZAC du Biopôle Clermont-Limagne - 63360 Saint-Beauzire,Puy-de-Dôme,Auvergne,France	carrefour 	France	Farines de céréales 53 % (farine de _blé_ 48,5 %, farine de _seigle_ 2 %, farine d'_orge_ 1,1 %, farine de sarrasin 0,6 %, farine d'_avoine_ complète 0,6 %, farine de malt d'_orge_ torréfié 0,09 %, farine de riz 0,09 %), eau, sucre, graines de tournesol 3,3 %, huile de colza, graines de lin brun 2,2 %, levure, gluten de _blé_, semoule de _blé_ dur 1,6 %, son de _blé_, sel, flocons d'_orge_ 0,8 %, émulsifiant : mono- et diglycérides d'acides gras, conservateur : propionate de calcium, levain de _seigle_ déshydraté et dévitalisé, levure désactivée, agent de traitement de la farine : acide ascorbique.
3560070689897	openfoodfacts-contributors	1362581173	1484422005	Galettes de Maïs Bio	115 g	République Tchèque	Carrefour	France	Maïs bio 99,75%, sel
3560070048786	openfoodfacts-contributors	1398972910	1482836965	Cookies choco	200g		Carrefour	France, en:belgium	Farine de blé, pépites de chocolat 26% (sucre, pâte de cacao, beurre de cacao, cacao maigre en poudre, émulsifiant (lécithine de soja, arôme naturel vanille)), graisse végétale de palme, sucre, chocolat en poudre 4,8% (sucre cacao en poudre), oeufs, poudres à lever (carbonate acide de sodium - diphosphate disodique - carbonate acide d'ammonium), blancs d'oeufs, protéines de lait, sel
3560070323067	zoubiddaaa	1382470785	1436713607	Haricots verts (Extra-fins)	800 g	24100 Bergerac,Dordogne,Aquitaine,59650 Villeneuve-d'Ascq,Nord,Nord-Pas-de-Calais,France	Carrefour	France	Haricots verts extra-fins, eau, sel.
3270190022534	rougailsaucix	1387539196	1470153986	Pâte feuilletée	230 g		Carrefour	France	Farine de blé, margarine (matières grasses végétales non hydrogénées (palme 20,7%, colza), eau, sel, émulsifiants : mono et diglycérides d'acides gras, acidifiant : acide citrique, colorant: bêta-carotène, eau, alcool éthylique, sel, sucre, jus de citron concentré, agent de traitement de la farine: L cystéine, gluten de blé.
3270190020998	andre	1359379297	1464242245	Crème fraîche épaisse, Entière (30 % MG)	20 cl	Lactalis Nestlé Ultra-Frais Bayeux - LNUF Bayeux (Filiale Groupe Lactalis) - Rue Jean Mermoz - ZAC des Longchamps - 14400 Saint-Martin-des-Entrées,Calvados,Basse-Normandie,France	Carrefour,Carrefour market	France	_Crème_ fraîche pasteurisée 99,9 %, ferments _lactiques_.
3560070275267	andre	1362741922	1462357104	Pomme 100 % Pur Fruit Pressé 	1 L	Laiterie de Varennes (Filiale Laiterie de Saint-Denis-de-l'Hôtel - LSDH) - 6 Rue de la Bordé - 36210 Val-Fouzon,Indre,Laiterie de Saint-Denis-de-l'Hôtel (LSDH) - 10 Route de l'Aérodrome - Les Grandes Beaugines - 45550 Saint-Denis-de-l'Hôtel,Loiret,Centre-Val de Loire,France	Carrefour	France	Jus de pomme.
3245412051661	openfoodfacts-contributors	1387790362	1439468858	Pains au lait  (x 10) aux pépites de chocolat au lait fondantes 350 g 	350 g (10 x 35 g)	21200 Beaune,Côte-d'Or,Bourgogne,85500 Les Herbiers,Vendée,Pays de la Loire,France	Carrefour,Carrefour Market,Banque alimentaire	France	farine de blé 38%, pépites de chocolat au lait 15%(sucre, poudre de lait entier, beurre de cacao, pâte de cacao, lactose, émulsifiant : lécithine de soja, arôme naturel de vanille), oeufs frais 12%, sucre, lait écrémé reconstitué 8%, huile de colza, blanc d'oeuf, levain(farines de blé, de blé malté et de seigle, eau, levure), levure, poudre de lait écrémé 1%, sel, émulsifiants : mono- et diglycérides d'acides gras-esters polyglycériques d'acides gras-stéaroyl-2-lactylate de sodium, arôme naturel, arôme naturel de vanille, gluten de blé, antioxydant : acide ascorbique, colorant d'origine naturelle : caroténoïdes mélangés. 
3245412520549	phoenix	1393107682	1452522692	Bâtonnets Tendres [12 Bâtonnets (2 x 6)] 	200 g 	Fleury Michon Traiteur - FMT (Filiale Fleury Michon Solution Repas) - Parc d'Activité Polaris - 85110 Chantonnay,Vendée,Pays de la Loire,France	Carrefour	France	Chair de poisson (38 %), eau, amidon de blé, fécule de pomme de terre, blanc d'œuf réhydraté, huile de colza, sucre, sel, arômes (crustacés, mollusques), extrait de paprika.
3560070837052	scailyna	1386592256	1480085186	Riz naturellement parfumé	500g		Carrefour	France, en:switzerland	riz basmati long grain de qualité supérieur.
3560070606931	cdmad	1392573286	1483694055	Pains spéciaux spécial burger	330 g, 4 pains de 82.5g		Carrefour,Carrefour Market	Frankrijk	Farine de blé, eau, sucre, huile de tournesol, levure, graines de sésame 2%, sel, correcteur d'acidité (diacétate de sodium), émulsifiants (stéaoryl-2-lactylate de sodium, esters monoacétyltartriques de mono- et diglycérides d'acides gras, esters diacétyltartriques de mono- et diglycérides d'acides gras), agent de traitement de la farine (acide ascorbique), arôme sur support d'alcool.
3560070240258	elodiesebbaski	1343822197	1480085188	carrefour tuiles chips	170g		carrefour	France, en:switzerland	pomme de terre déshydratée 49% (contient des sulfites), matière grasse végétale de palme, amidon (blé et pomme de terre), sirop de glucose de blé, sel 1,5%, émulsifiants (mono et diglycérides d'acide gras, huile de colza).
3245412956355	openfoodfacts-contributors	1391115692	1475164772	Houmous, recette à la libanaise	200 g	Delabli-Le Traiteur Grec (Filiale Labeyrie Fine Foods) - Rue Alfred Morinière - ZAC d'Activité Nord - 45520 Chevilly,Loiret,Centre,France	Carrefour	France	Pois chiches 36 %, fromage frais 0 % de matière grasse, eau, huile de colza ou de tournesol, graines de sésame 8 %, sel, acidifiant (acide citrique), ail (dont sulfites), poivre blanc, conservateur (sorbate de potassium).
3245412343810	aristoi	1394315186	1480085185	Madeleines coquille	500 g		Carrefour	Guadeloupe, en:france	Ingrédients : Farine de blé, sucre, huile de colza, oeufs frais 18%, sirop de glucose-fructose de blé, lait demi-écrémé, poudres à lever : diphosphate disodique et carbonate acide de sodium, sel, arôme, colorant : lutéine, émulsifiant : lécithine de soja. 
3270190191520	openfoodfacts-contributors	1358146874	1456601784	Orange, 100 % Pur Fruit Pressé	1 L	Laiterie de Saint-Denis-de-l'Hôtel (LSDH) - 10 Route de l'Aérodrome - Les Grandes Beaugines - 45550 Saint-Denis-de-l'Hôtel,Loiret,Centre-Val de Loire,Jus de Fruits d'Alsace - JFA (Filiale Laiterie de Saint-Denis-de-l'Hôtel - LSDH) - Zone Industrielle Rimsdorf - 67260 Sarre-Union,Bas-Rhin,Alsace-Champagne-Ardenne-Lorraine,France	Carrefour	France,Guadeloupe	Jus d'orange.
3245412567216	andre	1361963600	1452601284	Spécial sandwich Complet	550g (14 Grandes tranches)	58500 Clamecy,Nièvre,Bourgogne,Jacquet Panification (Filiale Limagrain) - ZAC du Biopôle Clermont-Limagne - 63360 Saint-Beauzire,Puy-de-Dôme,Auvergne,Autriche,57730 Folschviller,Moselle,Lorraine,France	Carrefour,Carrefour City	France	Farine complète de _blé_ reconstituée 37% (farine de _blé_, son de _blé_, germe de _blé_), eau, farine complète de _blé_ 19%, levain (farine de _blé_, eau), sucre, huile de colza, levure, sel, farine de _seigle_, émulsifiants : mono- et diglycérides d'acides gras,  stéaroyl-2-lactylate de sodium, gluten de _blé_, conservateur : propionate de calcium, farine de _soja_, farine de _seigle_ maltée, amidon de _blé_, agent de traitement de la farine : acide ascorbique
3245414164086	kidy71	1366890295	1444163493	Cassoulet	420 g , 425 ml (1 personne)	William Saurin (WS) - 81 à 89 Avenue du Général Leclerc - 77400 Saint-Thibault-des-Vignes,Seine-et-Marne,Île-de-France,France	Carrefour	France	SAUCE : Eau, saindoux, concentré de tomate, farine de blé, sel, sucre, épaississants : farine de graine de caroube et gomme guar, arômes.  HARICOTS BLANCS TREMPÉS ET PRÉCUITS 34 %.  CHARCUTERIES ET VIANDES 22,5 % : Saucisses et saucisson fumés (viande et gras de porc, eau, maigre de tête de porc, couenne de porc, farine de blé, sel, protéines de lait, conservateur : nitrite de sodium, gélifiant : algues Euchéma transformées, arômes, antioxydant : érythorbate de sodium), épaule de porc préparée en salaison (conservateur : nitrite de sodium, antioxydant : érythorbate de sodium).
3270190023678	openfoodfacts-contributors	1357134043	1484076635	Lardons Fumés	200 g (2 x 100 g)	Cooperl Arc Atlantique - 7 Rue de la Jeannaie Maroué - Zone Industrielle - 22400 Lamballe,Côtes-d'Armor,Bretagne,France	Carrefour	France	Poitrine de porc, sel. conservateurs : lactate de potassium, nitrite de sodium, dextrose, antioxydant : érythorbate de sodium.
3560070797493	openfoodfacts-contributors	1379963139	1434908844	Jus de pomme 100% pur fruit pressé	1 l		Carrefour	France	Jus de pomme.    
3245412524516	max1986	1393281830	1474661615	Mélange de riz, soja et lentilles Bio - 250 g - Carrefour	500 g		Carrefour	France	Riz Thaï complet étuvé* 65%, soja jaune précuit concassé* 15%, lentilles rouges décortiquées* 10%, lentilles vertes décortiquées précuites* 10%. *Biologique
3270190207689	openfoodfacts-contributors	1396089077	1484331730	Emmental Français râpé	500 g		carrefour	France	
3270190021056	miles67off	1375196790	1459274175	Lait de montagne demi-écrémé Carrefour	1 L		Carrefour	France	Lait de montagne demi-écrémé stérilisé UHT.
3245411400729	openfoodfacts-contributors	1395175360	1475304452	Tortellini chèvre épinard aux œufs frais	300 g		Carrefour	Guadeloupe,France	Pâte 60% : semoule de blé dur de qualité supérieure 45%, eau, oeufs frais 6,3% (soit 140 g d'oeufs frais par kg de semoule), épinards déshydratés 0,6%.  Farce 40% : fromage de chèvre 12,2%, chapelure (contient blé), épinards 6%, Ricotta 5,6% (sérum de lait, correcteur d'acidité : acide citrique et lactique), huile de tournesol, crème fraîche, lactose et protéine de lait, sel, arômes naturels (contient lait), arômes naturels de poivre. Pourcentage exprimés sur l'ensemble du produit
3560070669981	edzeronk	1372607420	1474935476	80% Cacao Noir	80 g	France	Carrefour	France	Pâte de cacao, sucre, beurre de cacao, cacao maigre en poudre, arôme naturel de vanille. Cacao: 80% minimum
3560070847143	saiyanriku	1401101188	1475749679	Fusilli Carbonara	300 g	Mix'Buffet - ZA du Val Coric - 56380 Guer,Morbihan,Bretagne,France	Carrefour,Carrefour Market	France	Pâtes fusilli cuites 55 % : Eau, semoule de _blé_ dur, sel.  Sauce à la carbonara 45 % : _Crème_ fraîche fluide 16.2 %, lardons cuit fumés 13.5 % (poitrine de porc, eau, sel, dextrose, acidifiant : acétate de sodium, antioxydant : érythorbate de sodium, conservateur : nitrite de sodium), eau, amidon de manioc, jaune d'_œuf_ liquide 0.6 %, _crème_ en poudre, _lactose_ et protéines de lait, _parmesan_, sucre, sel, poivre blanc.
3560070472888	openfoodfacts-contributors	1338237730	1465042053	Pâte à tartiner aux noisettes	350 g	Italie	Carrefour	France	Sucre de canne, huiles et graisses végétales (tournesol, palme), _noisettes_ (14%), _lait_ écrémé en poudre, cacao maigre en poudre (5%),  émulsifiant : lécithine de tournesol, arôme naturel de vanille
3245413442338	miles67off	1365982701	1484392544	Yaourts nature au lait entier x12 Bio Carrefour	1,5kg (12 x 125g)		carrefour	France	Lait entier bio 96%, poudre de lait écrémé bio, ferments lactiques.
3560070998784	akasha22	1447198537	1484419928	Falafels	200g		Carrefour	France	Pois chiches précuits 57 % (eau, pois chiches 26 %), fèves 15 %, oignons préfrits (oignons, huile de tournesol), huile d'olive vierge extra, farine de _blé_, coriandre 2 %, persil, sel, menthe douce 0,6 %, cumin, ail déshydraté, épaississant : méthylcellulose, poivre. Huile de friture : huiles de tournesol et de colza.
3245414187498	miles67off	1376744972	1484477643	Lait Écrémé	1 L	Société Laitière de Rodez (Filiale Groupe Lactalis) - Rue de la Prade - ZI de Cantaranne - 12850 Onet-le-Château,Aveyron,Midi-Pyrénées,Société Laitière de Vitré (Filiale Groupe Lactalis) - Les Guichardières - 35500 Vitré,Ille-et-Vilaine,Bretagne,Société Laitière Montauban (Filiale Groupe Lactalis) - 25 Impasse de Maastricht - ZI Albasud - 82000 Montauban,Tarn-et-Garonne,Midi-Pyrénées,France	Carrefour	France	Lait écrémé stérilisé UHT.
3560070473915	sylphe	1379840639	1426541688	Confiture Figues	370 g		Carrefour	France	figues, sucre, sucre de canne, gélifiant : pectines de fruits, acidifiant : acide citrique
3560070382347	hommedanslalune	1405711362	1480085167	Crunchy Muesli Fruits rouges & Amandes	500 g		Carrefour	France, en:belgium	Céréales 59% (flocons d'_avoine_ 42,9%, farine d'_avoine_ complète, farine de riz 5,3%, farine de _blé_ 2,6%), sucre, huile de palme, fruits 9% (_amandes_ effilées 6%, fraises 2%, framboises 1%), sirop de glucose, sel, dextrose, caramel (sucre, eau, correcteur d'acidité : hydroxyde de sodium), arôme, émulsifiant : lécithine de _soja_.
3245413852298	openfoodfacts-contributors	1394371115	1442818874	Lait Demi-Écrémé	1 L	Union des Coopératives Agricoles Lorco - 16 Rue Camille Claudel - Bellerive - 56620 Pont-Scorff,Morbihan,Laiterie Coralis (Filiale Groupe Agrial) - 2 Route de Fougères - 35510 Cesson-Sévigné,Ille-et-Vilaine,Bretagne,Lactinov Braine [Filiale Groupe Lactinov (Filiale Lact'Union)] - 9 Rue Claude Reclus - Zone d'Activités des Waillons - 02220 Braine,Aisne,Picardie,France	Carrefour	France	Lait demi-écrémé stérilisé UHT.
3560070366637	miles67off	1381152155	1465062488	Lardons fumés	150 g (2 x 75 g)	France	Carrefour	France	poitrine de porc*, sel, dextrose de blé et/ou de maïs*, antioxydant : ascorbate de sodium, conservateur : nitrite de sodium.
3560070519309	miles67off	1377790193	1475611045	Muesli floconneux 5 céréales nature Bio	500 g		carrefour	France	Flocons d'avoine* 22,4%, flocons de blé* 22,4%, flocons de seigle* 22,4%, flocons d'orge* 22,4%, flocons de riz* 10,4% - *ingrédients agricoles issus de l'Agriculture Biologique (100%)
3560070710713	date-limite-app	1437575147	1462630737	Pain grillé au blé complet  bio	250 g	France	Carrefour	France,Espagne	Farine de _blé_ Bio, farine de _blé_ complet Bio 32%, huile végétale de tournesol Bio, sucre, sel, levure, farine d'_orge_ malté Bio, gluten de _blé_ Bio, agent de traitement de la farine: acide ascorbique
3560070823291	sebleouf	1423499058	1423651767	Biscottes complètes	300 g	France	Carrefour	France	Farine de _blé_ complet 83 %, gluten de _blé_, sucre, levure, huile végétale de colza, sel, dextrose, antioxydant : acide ascorbique.
3270190197867	openfoodfacts-contributors	1417636455	1463471320	Biscottes multicéréales	300 g	France	Carrefour	France,Belgique	Céréales 79% (farine de _blé_ 60%, farine complète de _blé_ 6%, flocons de _blé_ malté, germes de maïs, germes de _blé_, farine d'_épeautre_, flocons d'_avoine_, farine de _seigle_, farine d'_orge_), graines 6,7% (graines de lin brun, graines de _sésame_ toastées), levure, huile végétale de colza, gluten de _blé_, sucre, sel, agent de traitement de la farine : acide ascorbique.
3560070722495	scailyna	1398166280	1460288558	Coleslaw	300 g	Jean Stalaven (Filiale Euralis Coop) - ZA du Moulin à Vent - 22120 Yffiniac,Côtes-d'Armor,Bretagne,France	Carrefour	France	Chou blanc 45 %, carotte râpée 30 %, sauce condimentaire ( huile de colza, eau, Moutarde de Dijon [eau,graines de _moutarde_, vinaigre d'alcool, sel, antioxydant : disulfite de potassium, acidifiant: acide citrique], jaune d'_oeuf_, vinaigre d'alcool,sel, sucre, amidon modifié de pomme de terre, épaississant: gomme xanthane), oignon 2 %,jus d'orange concentré,eau, huile de colza, vinaigre de vin blanc (dont conservateur : sulfite acide de sodium), sucre, vinaigre d'alcool, sel, épaississant (gomme guar , gomme xanthane),poivre.
3270190207917	cdmad	1402229780	1460707323	Spécial sandwich Nature (x 14 Grandes tranches)	550 g 	58500 Clamecy,Nièvre,Bourgogne,Jacquet Panification (Filiale Limagrain) - ZAC du Biopôle Clermont-Limagne - 63360 Saint-Beauzire,Puy-de-Dôme,Auvergne,France	Carrefour	France	Farine de blé 64 %, eau, sucre, levure, huile de colza, dextrose de blé ou maïs, sel, farine de fèves, propionate de calcium, mono- et diglycérides d'acides gras (colza, tournesol), gluten de blé, acide ascorbique.
3245413451804	javichu	1343777570	1463923981	Boisson avoine	1 L	Laiterie de Saint-Denis-de-l'Hôtel (LSDH) - 10 Route de l'Aérodrome - Les Grandes Beaugines - 45550 Saint-Denis-de-l'Hôtel,Loiret,Centre-Val de Loire,France	Carrefour	Belgique,France,Espagne	Eau, _avoine_ bio 11 %, huile de tournesol bio, sel marin.  
3270190136842	miles67off	1394912505	1451234364	Confiture de Myrtilles	360 g	France	Carrefour	France	Sucre de canne, myrtilles bio, gélifiant : pectine de fruits, acidifiant : acide citrique
3245412432651	phoenix	1393250302	1459180010	Filets de bacon fumé au bois de hêtre	100 g - 10 Tranches	Allemagne	Carrefour	France	Filet de porc, sel, acidifiant : citrates de sodium, extraits d'épices, antioxydant : ascorbate de sodium, arôme naturel, conservateur : nitrite de sodium. Fumé au bois de hêtre.
3560070786893	openfoodfacts-contributors	1366965007	1460014386	Jambon Supérieur Avec Couenne 	160 g (4 Tranches)	Brocéliande-ALH (Filiale Cooperl Arc Atlantique) - 12 Boulevard du 21ème siècle - Les Hauts Vents - 14310 Villers Bocage,Calvados,Basse-Normandie,France	Carrefour	France	Jambon de porc (issu d'animaux nourris sans OGM : &lt;0,9 %), couenne et gras de porc (issus d'animaux nourris sans OGM : &lt;0,9 %), eau, sel, dextrose, sirop de glucose, arômes, antioxydant : érythorbate de sodium, conservateur : nitrite de sodium.
3245414021068	naudinsylvain	1399318575	1448567413	Sticks et bretzels	300 g	France	carrefour	France	Farine de _blé_, sel 3%, huile de tournesol, malt de _blé_, levure, correcteur d'acidité : hydroxyde de sodium
3560070262281	openfoodfacts-contributors	1379600745	1464534476	filet de sardines sans huile, au citron et au basilic	100 g (70 g égoutté)	France,Finistère,Bretagne,Douarnenez	carrefour	Belgique,France	filets de _sardines_ (Sardina pilchardus), eau, citron 3,6%, vinaigre d'alcool, vinaigre de vin (contient des _sulfites_), vin blanc (contient des _sulfites_), sel, sucre, basilic réhydraté 0,4%, arome naturel de citron, épaississant : gomme de guar, arôme naturel
3560070391073	boudeffa	1432676237	1480928490	4 Galettes de blé noir à garnir	200 g	France	Carrefour,Carrefour Market	France	Eau, farine de blé noir biologique 33%, sel de Guérande 1%.
3245412589980	sebleouf	1423499003	1459348351	Biscottes (Croustillantes et dorées) 2 Sachets x 17	300 g	58500 Clamecy,Nièvre,Bourgogne,France	Carrefour	France	Farine de _blé_ 86 %, sucre, graisse végétale de palme, levure, sel, gluten de _blé_, agent de traitement de la farine : acide ascorbique.
3560070744831	miles67off	1376745721	1459272546	Biscuits Blé, épeautre, sésame	170 g 	Biscuiterie de l'Abbaye - Route du Val - 61700 Lonlay-l'Abbaye,Orne,Normandie,France	Carrefour	France	Farine de blé* 35 %, sucre de canne*, graisse de palme* 17 %, farine d'épeautre* 17 %, graines de sésame* 11 %, amidon de blé*, poudre de lait écrémé*, poudre à lever (carbonate acide de sodium,  carbonate d'ammonium), sel marin, arôme naturel de vanille.    *bio.
